PATH,LABEL
train/glioma/glioma_930.jpg,glioma
train/glioma/glioma_692.jpg,glioma
train/glioma/glioma_752.jpg,glioma
train/glioma/glioma_901.jpg,glioma
train/glioma/glioma_708.jpg,glioma
train/glioma/glioma_319.jpg,glioma
train/glioma/glioma_622.jpg,glioma
train/glioma/glioma_759.jpg,glioma
train/glioma/glioma_094.jpg,glioma
train/glioma/glioma_751.jpg,glioma
train/glioma/glioma_302.jpg,glioma
train/glioma/glioma_737.jpg,glioma
train/glioma/glioma_795.jpg,glioma
train/glioma/glioma_881.jpg,glioma
train/glioma/glioma_007.jpg,glioma
train/glioma/glioma_275.jpg,glioma
train/glioma/glioma_472.jpg,glioma
train/glioma/glioma_429.jpg,glioma
train/glioma/glioma_117.jpg,glioma
train/glioma/glioma_051.jpg,glioma
train/glioma/glioma_318.jpg,glioma
train/glioma/glioma_579.jpg,glioma
train/glioma/glioma_732.jpg,glioma
train/glioma/glioma_933.jpg,glioma
train/glioma/glioma_236.jpg,glioma
train/glioma/glioma_076.jpg,glioma
train/glioma/glioma_946.jpg,glioma
train/glioma/glioma_026.jpg,glioma
train/glioma/glioma_765.jpg,glioma
train/glioma/glioma_824.jpg,glioma
train/glioma/glioma_854.jpg,glioma
train/glioma/glioma_608.jpg,glioma
train/glioma/glioma_393.jpg,glioma
train/glioma/glioma_626.jpg,glioma
train/glioma/glioma_108.jpg,glioma
train/glioma/glioma_959.jpg,glioma
train/glioma/glioma_564.jpg,glioma
train/glioma/glioma_519.jpg,glioma
train/glioma/glioma_554.jpg,glioma
train/glioma/glioma_221.jpg,glioma
train/glioma/glioma_857.jpg,glioma
train/glioma/glioma_071.jpg,glioma
train/glioma/glioma_219.jpg,glioma
train/glioma/glioma_520.jpg,glioma
train/glioma/glioma_668.jpg,glioma
train/glioma/glioma_225.jpg,glioma
train/glioma/glioma_399.jpg,glioma
train/glioma/glioma_742.jpg,glioma
train/glioma/glioma_332.jpg,glioma
train/glioma/glioma_027.jpg,glioma
train/glioma/glioma_869.jpg,glioma
train/glioma/glioma_314.jpg,glioma
train/glioma/glioma_464.jpg,glioma
train/glioma/glioma_188.jpg,glioma
train/glioma/glioma_905.jpg,glioma
train/glioma/glioma_327.jpg,glioma
train/glioma/glioma_887.jpg,glioma
train/glioma/glioma_195.jpg,glioma
train/glioma/glioma_517.jpg,glioma
train/glioma/glioma_084.jpg,glioma
train/glioma/glioma_634.jpg,glioma
train/glioma/glioma_654.jpg,glioma
train/glioma/glioma_285.jpg,glioma
train/glioma/glioma_941.jpg,glioma
train/glioma/glioma_730.jpg,glioma
train/glioma/glioma_066.jpg,glioma
train/glioma/glioma_553.jpg,glioma
train/glioma/glioma_160.jpg,glioma
train/glioma/glioma_529.jpg,glioma
train/glioma/glioma_212.jpg,glioma
train/glioma/glioma_921.jpg,glioma
train/glioma/glioma_144.jpg,glioma
train/glioma/glioma_116.jpg,glioma
train/glioma/glioma_945.jpg,glioma
train/glioma/glioma_206.jpg,glioma
train/glioma/glioma_240.jpg,glioma
train/glioma/glioma_425.jpg,glioma
train/glioma/glioma_450.jpg,glioma
train/glioma/glioma_718.jpg,glioma
train/glioma/glioma_311.jpg,glioma
train/glioma/glioma_411.jpg,glioma
train/glioma/glioma_381.jpg,glioma
train/glioma/glioma_581.jpg,glioma
train/glioma/glioma_223.jpg,glioma
train/glioma/glioma_799.jpg,glioma
train/glioma/glioma_203.jpg,glioma
train/glioma/glioma_647.jpg,glioma
train/glioma/glioma_576.jpg,glioma
train/glioma/glioma_813.jpg,glioma
train/glioma/glioma_101.jpg,glioma
train/glioma/glioma_884.jpg,glioma
train/glioma/glioma_757.jpg,glioma
train/glioma/glioma_943.jpg,glioma
train/glioma/glioma_695.jpg,glioma
train/glioma/glioma_241.jpg,glioma
train/glioma/glioma_883.jpg,glioma
train/glioma/glioma_197.jpg,glioma
train/glioma/glioma_789.jpg,glioma
train/glioma/glioma_273.jpg,glioma
train/glioma/glioma_645.jpg,glioma
train/glioma/glioma_855.jpg,glioma
train/glioma/glioma_030.jpg,glioma
train/glioma/glioma_282.jpg,glioma
train/glioma/glioma_423.jpg,glioma
train/glioma/glioma_696.jpg,glioma
train/glioma/glioma_904.jpg,glioma
train/glioma/glioma_753.jpg,glioma
train/glioma/glioma_860.jpg,glioma
train/glioma/glioma_232.jpg,glioma
train/glioma/glioma_015.jpg,glioma
train/glioma/glioma_034.jpg,glioma
train/glioma/glioma_199.jpg,glioma
train/glioma/glioma_252.jpg,glioma
train/glioma/glioma_867.jpg,glioma
train/glioma/glioma_515.jpg,glioma
train/glioma/glioma_793.jpg,glioma
train/glioma/glioma_844.jpg,glioma
train/glioma/glioma_469.jpg,glioma
train/glioma/glioma_691.jpg,glioma
train/glioma/glioma_916.jpg,glioma
train/glioma/glioma_349.jpg,glioma
train/glioma/glioma_295.jpg,glioma
train/glioma/glioma_260.jpg,glioma
train/glioma/glioma_080.jpg,glioma
train/glioma/glioma_451.jpg,glioma
train/glioma/glioma_740.jpg,glioma
train/glioma/glioma_878.jpg,glioma
train/glioma/glioma_727.jpg,glioma
train/glioma/glioma_441.jpg,glioma
train/glioma/glioma_783.jpg,glioma
train/glioma/glioma_181.jpg,glioma
train/glioma/glioma_686.jpg,glioma
train/glioma/glioma_479.jpg,glioma
train/glioma/glioma_258.jpg,glioma
train/glioma/glioma_531.jpg,glioma
train/glioma/glioma_354.jpg,glioma
train/glioma/glioma_320.jpg,glioma
train/glioma/glioma_301.jpg,glioma
train/glioma/glioma_378.jpg,glioma
train/glioma/glioma_958.jpg,glioma
train/glioma/glioma_682.jpg,glioma
train/glioma/glioma_166.jpg,glioma
train/glioma/glioma_183.jpg,glioma
train/glioma/glioma_680.jpg,glioma
train/glioma/glioma_596.jpg,glioma
train/glioma/glioma_229.jpg,glioma
train/glioma/glioma_403.jpg,glioma
train/glioma/glioma_744.jpg,glioma
train/glioma/glioma_495.jpg,glioma
train/glioma/glioma_704.jpg,glioma
train/glioma/glioma_147.jpg,glioma
train/glioma/glioma_270.jpg,glioma
train/glioma/glioma_477.jpg,glioma
train/glioma/glioma_512.jpg,glioma
train/glioma/glioma_491.jpg,glioma
train/glioma/glioma_413.jpg,glioma
train/glioma/glioma_210.jpg,glioma
train/glioma/glioma_949.jpg,glioma
train/glioma/glioma_650.jpg,glioma
train/glioma/glioma_605.jpg,glioma
train/glioma/glioma_420.jpg,glioma
train/glioma/glioma_421.jpg,glioma
train/glioma/glioma_300.jpg,glioma
