PATH,LABEL
train/VeryMildDemented/VeryMildDemented_135.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_226.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_404.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_194.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_536.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_505.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_1050.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_898.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_472.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_1280.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_856.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_1038.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_1242.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_889.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_117.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_1218.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_228.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_025.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_435.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_1252.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_438.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_593.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_519.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_020.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_1237.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_1295.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_810.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_1034.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_521.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_623.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_132.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_724.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_867.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_339.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_195.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_936.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_455.jpg,VeryMildDemented
train/VeryMildDemented/VeryMildDemented_1182.jpg,VeryMildDemented
